mc	mn	onset	label	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
20	19	1/4	V(64)		F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
20	19	3/8	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
21	20	0	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
22	21	3/8	V7/IV		F	I		V7/IV	V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
23	22	0	IV		F	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
23	22	1/4	ii7		F	I		ii7	ii		7				mm7	0	0	2, -1, 3, 0		2	2
23	22	3/8	V7/V		F	I		V7/V	V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
24	23	0	V(64)		F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
24	23	1/4	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
25	24	0	I\\	1	F	I		I	I					\\	M	0	0	0, 4, 1		0	0
26	24	0	I\\	2	F	I		I	I					\\	M	0	0	0, 4, 1		0	0
27	25	0	viio7/V		F	I		viio7/V	vii	o	7		V		o7	0	0	6, 3, 0, -3		6	6
27	25	1/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
27	25	1/4	viio7/V		F	I		viio7/V	vii	o	7		V		o7	0	0	6, 3, 0, -3		6	6
27	25	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
28	26	0	viio/IV		F	I		viio/IV	vii	o			IV		o	0	0	4, 1, -2		4	4
28	26	1/8	IV		F	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
28	26	1/4	ii%7		F	I		ii%7	ii	%	7				%7	0	0	2, 1, 8, 0		2	2
28	26	3/8	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
29	27	0	ii65		F	I		ii65	ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
29	27	1/8	ii7		F	I		ii7	ii		7				mm7	0	0	2, -1, 3, 0		2	2
29	27	1/4	V(6)		F	I		V(6)	V			6			M	0	0	1, 5, 4		1	1
29	27	3/8	V2(6)		F	I		V2(6)	V		2	6			Mm7	0	0	-1, 1, 5, 4		1	-1
30	28	0	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
30	28	1/8	I		F	I		I	I						M	0	0	0, 4, 1		0	0
30	28	1/4	I64		F	I		I64	I		64				M	0	0	1, 0, 4		0	1
31	29	0	viio7/V		F	I		viio7/V	vii	o	7		V		o7	0	0	6, 3, 0, -3		6	6
31	29	1/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
31	29	1/4	viio7/V		F	I		viio7/V	vii	o	7		V		o7	0	0	6, 3, 0, -3		6	6
31	29	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
32	30	0	viio/IV		F	I		viio/IV	vii	o			IV		o	0	0	4, 1, -2		4	4
32	30	1/8	IV		F	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
32	30	1/4	ii%7		F	I		ii%7	ii	%	7				%7	0	0	2, 1, 8, 0		2	2
32	30	3/8	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
33	31	0	ii65		F	I		ii65	ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
33	31	1/8	ii7		F	I		ii7	ii		7				mm7	0	0	2, -1, 3, 0		2	2
33	31	1/4	V(6)		F	I		V(6)	V			6			M	0	0	1, 5, 4		1	1
34	32	0	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
